嘅	0.019996829088252167
係	0.01710940159518211
唔	0.012046776088162417
一	0.011393773863384311
人	0.010693010274623889
有	0.010076145373256245
個	0.009523726683222359
好	0.008926314257913738
佢	0.008892074737045619
都	0.008471869624128344
同	0.008121725055065927
到	0.007307963139930121
我	0.007072556549573568
會	0.006379700471406244
1	0.006233569675645777
咗	0.006223843437616265
0	0.005945024614103599
大	0.005847762233808482
年	0.005727884373217104
你	0.0055084509542586094
就	0.005391024421951092
喺	0.005351486868985597
以	0.0050379540739692264
啲	0.004664166048233442
2	0.004624074969526431
中	0.004497080349401263
得	0.0044425185263088805
咁	0.0042664973405065
出	0.0042552686754642995
國	0.004165834730656351
過	0.004134441913601749
多	0.004114356836695278
要	0.003965063036697571
呢	0.0038799782227158268
後	0.0037978191876535295
時	0.0037601003621244478
為	0.003728628469963914
做	0.0036186349976139085
上	0.00355395156096236
成	0.003503422568272458
地	0.0034003877052443798
可	0.003356105645923026
用	0.0033512820644612355
家	0.003249354252916191
去	0.0032113191269633854
自	0.0032105283759040755
日	0.003200643987662702
之	0.0031909177496331903
冇	0.0031243365104392977
9	0.0030849571076856652
而	0.0030723841658426383
嚟	0.00298295022103469
學	0.00285579745069766
話	0.002824720934066781
港	0.002757190793601717
面	0.0027560837421186832
入	0.0026904514041959622
生	0.0026314613751714446
開	0.0026042595387311845
但	0.002602440811294772
睇	0.0025761878761256835
不	0.0025111881390504106
又	0.0024287918786703206
講	0.0024265777757042526
點	0.0024228612457254965
無	0.0024049902717850928
真	0.002341018511086923
香	0.0023250453396888634
行	0.0022977644281426722
下	0.0022791027031429587
其	0.002256645373058558
月	0.002253719594139111
經	0.0022505565899018716
對	0.0022407512767664292
間	0.002171718709288676
的	0.0021547966366194443
主	0.0021226130685055317
打	0.0021123333047345033
最	0.002095094931641548
方	0.0020619624622564637
幾	0.0020608554107734295
先	0.0020584040824895692
心	0.0020206852569604875
事	0.002016968726981731
發	0.002009298441706425
公	0.0019690492127875515
度	0.0019682584617282417
分	0.001966597884503691
本	0.001952680665859837
哋	0.0019420055265591536
知	0.0019320420632118489
想	0.0019288790589746094
埋	0.0019203389475340627
嘢	0.0019140129390595834
己	0.0018858622013481516
所	0.0018724194333398835
住	0.0018659352746535423
實	0.0018617442940392
意	0.0018570788627892715
前	0.0018474316998656909
定	0.001847036324336036
啦	0.0018461664981707952
法	0.0018411847664971427
3	0.001818885586624604
文	0.0017880462953115185
嗰	0.0017876509197818633
5	0.0017859112674513816
